applicationid,applicationno,agentid
42291,620000890,0000712943
42396,620000994,0000712943
42558,620001162,0000712943
42833,620001440,0000712943
42854,620001464,0000712943
42965,620001576,0000712943
43170,620001786,0000712943
43254,620001874,0000712943
43348,620001974,0000712943
43449,620002077,0000712943
43537,620002164,0000712943
43629,620002258,0000712943
43748,620002377,0000712943
43824,620002453,0000712943
44009,620002641,0000712943
42060,620000648,0000071407
42116,620000709,0000071407
42285,620000882,0000071407
42498,620001101,0000071407
42592,620001197,0000071407
42688,620001294,0000071407
42749,620001354,0000071407
42962,620001572,0000071407
43136,620001749,0000071407
43233,620001853,0000071407
43334,620001954,0000071407
43469,620002095,0000071407
43545,620002172,0000071407
43626,620002250,0000071407
43825,620002454,0000071407
44024,620002656,0000071407
42217,620000810,0000626786
42398,620000999,0000626786
42790,620001397,0000626786
43052,620001665,0000626786
43197,620001808,0000626786
43268,620001887,0000626786
43455,620002080,0000626786
43152,620001769,0000626786
43651,620002279,0000626786
43931,620002562,0000626786
44054,620002687,0000626786
42058,620000645,0000499968
42102,620000691,0000499968
42380,620000974,0000499968
42447,620001050,0000499968
42588,620001191,0000499968
42872,620001481,0000499968
42976,620001587,0000499968
43088,620001700,0000499968
42208,620000803,0000499968
43351,620001971,0000499968
43528,620002153,0000499968
43732,620002361,0000499968
43920,620002553,0000499968
44011,620002644,0000499968
42207,620000801,0000188924
42309,620000907,0000188924
42357,620000955,0000188924
42574,620001176,0000188924
42771,620001378,0000188924
42873,620001482,0000188924
43000,620001612,0000188924
43060,620001673,0000188924
42946,620001555,0000188924
43239,620001860,0000188924
43450,620002071,0000188924
43521,620002147,0000188924
43712,620002338,0000188924
43793,620002422,0000188924
43826,620002455,0000188924
43930,620002561,0000188924
44036,620002665,0000188924
42106,620000695,0000014709
42180,620000773,0000014709
42482,620001084,0000014709
42374,620000971,0000014709
42907,620001516,0000014709
42706,620001310,0000014709
43012,620001623,0000014709
43140,620001768,0000014709
43543,620002170,0000014709
43745,620002371,0000014709
43421,620002044,0000014709
43842,620002473,0000014709
43933,620002565,0000014709
44000,620002632,0000014709
42061,620000649,0000003891
42101,620000694,0000003891
42181,620000771,0000003891
42250,620000845,0000003891
42284,620000880,0000003891
42401,620001001,0000003891
42483,620001081,0000003891
42561,620001164,0000003891
42675,620001280,0000003891
42782,620001389,0000003891
42963,620001574,0000003891
43071,620001682,0000003891
43256,620001876,0000003891
43479,620002106,0000003891
44037,620002670,0000003891
42135,620000727,0000617126
42365,620000963,0000617126
42382,620000975,0000617126
42441,620001040,0000617126
42553,620001156,0000617126
42640,620001243,0000617126
42744,620001349,0000617126
42842,620001449,0000617126
42925,620001533,0000617126
43026,620001637,0000617126
43085,620001696,0000617126
43213,620001828,0000617126
43241,620001861,0000617126
43321,620001942,0000617126
43374,620001998,0000617126
43465,620002090,0000617126
43599,620002227,0000617126
43675,620002305,0000617126
43721,620002349,0000617126
43797,620002426,0000617126
43888,620002516,0000617126
43969,620002600,0000617126
44089,620002725,0000617126
42206,620000800,0000618245
42281,620000877,0000618245
42385,620000985,0000618245
42596,620001200,0000618245
42674,620001279,0000618245
42757,620001363,0000618245
43146,620001762,0000618245
43255,620001875,0000618245
43325,620001944,0000618245
43532,620002158,0000618245
43630,620002259,0000618245
43742,620002372,0000618245
43943,620002574,0000618245
44016,620002649,0000618245
42108,620000701,0000531663
42200,620000793,0000531663
42277,620000872,0000531663
42403,620001003,0000531663
42302,620000897,0000557777
42137,620000728,0000557777
42474,620001075,0000531663
42579,620001183,0000531663
42487,620001089,0000557777
42630,620001235,0000531663
42691,620001296,0000531663
42383,620000983,0000557777
42861,620001463,0000531663
42961,620001573,0000531663
43355,620001978,0000531663
43452,620002075,0000531663
43169,620001785,0000557777
43565,620002193,0000531663
42763,620001370,0000557777
43610,620002238,0000531663
43744,620002373,0000531663
43812,620002440,0000531663
43441,620002072,0000557777
43859,620002488,0000531663
43514,620002142,0000557777
43941,620002572,0000531663
43845,620002474,0000557777
44025,620002658,0000531663
43913,620002545,0000557777
44030,620002661,0000557777
42089,620000680,0000000236
42299,620000896,0000000236
42397,620000997,0000000236
42489,620001090,0000000236
42584,620001188,0000000236
42653,620001257,0000000236
42761,620001366,0000000236
43262,620001883,0000000236
43339,620001963,0000000236
43631,620002261,0000000236
43727,620002356,0000000236
43915,620002547,0000000236
44035,620002667,0000000236
42134,620000726,0000012552
42258,620000851,0000012552
42343,620000941,0000012552
42426,620001027,0000012552
42549,620001152,0000012552
42609,620001213,0000012552
42740,620001344,0000012552
42826,620001433,0000012552
42928,620001538,0000012552
43019,620001629,0000012552
43102,620001708,0000012552
43208,620001823,0000012552
43311,620001931,0000012552
43404,620002027,0000012552
43507,620002134,0000012552
43589,620002217,0000012552
43700,620002328,0000012552
43756,620002385,0000012552
43865,620002494,0000012552
43953,620002584,0000012552
44064,620002697,0000012552
42167,620000758,0000651735
42100,620000693,0000651735
42303,620000901,0000651735
42473,620001074,0000651735
42384,620000981,0000651735
42692,620001298,0000651735
42738,620001343,0000651735
42750,620001355,0000651735
42877,620001486,0000651735
43068,620001679,0000651735
43163,620001780,0000651735
43267,620001888,0000651735
43354,620001975,0000651735
43454,620002081,0000651735
43524,620002151,0000651735
43926,620002557,0000651735
44022,620002654,0000651735
44086,620002726,0000012552
42149,620000741,0000003868
42248,620000841,0000003868
42353,620000951,0000003868
42417,620001019,0000003868
42476,620001077,0000003868
42525,620001127,0000003868
42611,620001214,0000003868
42702,620001307,0000003868
42814,620001421,0000003868
42852,620001460,0000003868
42924,620001534,0000003868
42948,620001554,0000003868
42995,620001605,0000003868
43127,620001740,0000003868
43222,620001837,0000003868
43292,620001912,0000003868
43397,620002020,0000003868
43508,620002135,0000003868
43606,620002234,0000003868
43666,620002293,0000003868
43787,620002416,0000003868
43884,620002513,0000003868
43971,620002605,0000003868
44046,620002679,0000003868
44082,620002721,0000003868
42288,620000881,0000489653
42672,620001278,0000489653
42881,620001492,0000489653
43044,620001656,0000489653
43148,620001752,0000489653
43518,620002146,0000489653
43722,620002350,0000489653
43918,620002549,0000489653
44008,620002642,0000489653
42125,620000715,0000009863
42193,620000783,0000009863
42286,620000875,0000009863
42390,620000989,0000009863
42480,620001080,0000009863
42523,620001128,0000009863
42784,620001391,0000009863
42869,620001475,0000009863
42958,620001570,0000009863
43248,620001868,0000009863
43440,620002064,0000009863
43527,620002154,0000009863
43835,620002465,0000009863
43928,620002558,0000009863
44013,620002645,0000009863
42378,620000979,0000641289
42276,620000866,0000641289
42184,620000778,0000641289
42589,620001193,0000641289
42428,620001028,0000641289
42673,620001277,0000641289
42752,620001357,0000641289
42820,620001426,0000641289
42884,620001493,0000641289
42990,620001601,0000641289
43075,620001686,0000641289
43166,620001778,0000641289
43215,620001830,0000641289
43229,620001850,0000641289
43344,620001964,0000641289
43615,620002243,0000641289
43847,620002475,0000641289
44032,620002666,0000641289
42085,620000678,0000643479
42406,620001006,0000643479
42481,620001083,0000643479
42864,620001474,0000643479
43107,620001720,0000643479
43350,620001973,0000643479
43442,620002067,0000643479
43709,620002340,0000643479
43808,620002438,0000643479
44027,620002659,0000643479
43242,620001862,0000643479
42201,620000797,0000135063
42386,620000986,0000135063
42239,620000834,0000135063
42587,620001192,0000135063
42472,620001072,0000135063
42669,620001270,0000135063
42866,620001471,0000135063
42772,620001379,0000135063
43066,620001677,0000135063
43097,620001712,0000135063
43157,620001772,0000135063
43243,620001863,0000135063
43342,620001969,0000135063
43544,620002171,0000135063
43385,620002008,0000135063
43726,620002354,0000135063
42261,620000855,0000624345
42490,620001092,0000624345
42582,620001186,0000624345
42969,620001581,0000624345
42765,620001374,0000624345
43171,620001784,0000624345
42858,620001467,0000624345
43250,620001873,0000624345
43457,620002083,0000624345
43540,620002167,0000624345
43632,620002263,0000624345
43746,620002376,0000624345
43940,620002570,0000624345
44018,620002651,0000624345
42122,620000716,0000102824
42213,620000808,0000102824
42608,620001212,0000102824
42685,620001289,0000102824
42870,620001479,0000102824
42754,620001359,0000102824
43167,620001783,0000102824
42568,620001171,0000102824
42369,620000968,0000102824
43265,620001885,0000102824
43621,620002248,0000102824
43598,620002226,0000102824
43684,620002313,0000102824
43731,620002359,0000102824
43814,620002443,0000102824
43932,620002563,0000102824
44019,620002647,0000102824
42310,620000908,0000516895
42595,620001199,0000516895
42501,620001104,0000516895
42880,620001489,0000516895
43050,620001659,0000516895
42947,620001556,0000516895
43164,620001765,0000516895
43312,620001932,0000516895
43358,620001981,0000516895
43422,620002045,0000516895
43539,620002166,0000516895
43641,620002269,0000516895
43713,620002342,0000516895
43939,620002571,0000516895
42678,620001282,0000516895
44023,620002655,0000516895
42571,620001172,0000005826
42287,620000878,0000005826
42681,620001286,0000005826
42464,620001065,0000005826
42972,620001583,0000005826
43064,620001672,0000005826
43257,620001877,0000005826
43517,620002143,0000005826
43501,620002128,0000005826
43423,620002047,0000005826
43349,620001970,0000005826
42119,620000712,0000005826
43846,620002476,0000005826
43892,620002520,0000005826
43908,620002539,0000005826
42117,620000702,0000160267
42463,620001064,0000160267
42580,620001185,0000160267
42760,620001364,0000160267
42513,620001116,0000160267
42966,620001577,0000160267
42862,620001469,0000160267
43024,620001635,0000160267
43151,620001766,0000160267
43058,620001668,0000160267
43210,620001820,0000160267
43237,620001857,0000160267
42300,620000900,0000160267
43637,620002265,0000160267
43819,620002447,0000160267
44007,620002638,0000160267
42113,620000705,0000002767
42301,620000898,0000002767
42597,620001201,0000002767
42717,620001322,0000002767
42668,620001274,0000002767
42786,620001392,0000002767
43074,620001687,0000002767
42857,620001466,0000002767
43156,620001777,0000002767
43226,620001846,0000002767
43435,620002060,0000002767
43279,620001899,0000002767
43551,620002181,0000002767
43708,620002335,0000002767
43616,620002246,0000002767
43771,620002400,0000002767
43823,620002451,0000002767
43870,620002498,0000002767
43942,620002573,0000002767
43975,620002608,0000002767
44006,620002637,0000002767
42185,620000779,0000653726
42293,620000888,0000653726
42404,620001004,0000653726
42670,620001275,0000653726
42773,620001380,0000653726
42949,620001558,0000653726
43072,620001684,0000653726
43141,620001756,0000653726
43376,620001997,0000653726
43424,620002046,0000653726
43547,620002176,0000653726
43747,620002375,0000653726
43937,620002569,0000653726
42088,620000682,0000560498
42182,620000774,0000560498
42484,620001087,0000560498
42567,620001169,0000560498
42787,620001396,0000560498
42923,620001532,0000560498
42951,620001560,0000560498
43263,620001884,0000560498
43361,620001984,0000560498
43647,620002277,0000560498
43733,620002363,0000560498
43828,620002457,0000560498
43935,620002568,0000560498
42057,620000644,0000016628
42104,620000697,0000016628
42177,620000769,0000016628
42229,620000823,0000016628
42405,620001005,0000016628
42493,620001093,0000016628
42569,620001173,0000016628
42868,620001478,0000016628
42950,620001563,0000016628
43323,620001945,0000016628
42802,620001408,0000016628
43549,620002179,0000016628
43673,620002302,0000016628
43614,620002241,0000016628
43827,620002456,0000016628
43934,620002566,0000016628
42120,620000714,0000059218
42186,620000777,0000059218
42346,620000942,0000059218
42375,620000976,0000059218
42590,620001195,0000059218
42496,620001098,0000059218
42978,620001589,0000059218
42666,620001272,0000059218
43165,620001779,0000059218
43445,620002068,0000059218
43542,620002168,0000059218
43741,620002368,0000059218
42845,620001452,0000059218
43912,620002543,0000059218
42123,620000718,0000195464
42183,620000776,0000195464
42297,620000893,0000195464
42387,620000987,0000195464
42479,620001082,0000195464
42545,620001148,0000195464
42594,620001198,0000195464
42676,620001284,0000195464
43054,620001666,0000195464
43264,620001886,0000195464
43333,620001951,0000195464
43534,620002161,0000195464
43807,620002435,0000195464
43922,620002552,0000195464
42204,620000796,0000657243
42467,620001068,0000657243
42586,620001189,0000657243
42770,620001377,0000657243
42954,620001565,0000657243
43073,620001685,0000657243
43168,620001781,0000657243
43249,620001869,0000657243
43291,620001910,0000657243
43337,620001957,0000657243
43620,620002255,0000657243
43805,620002434,0000657243
43936,620002564,0000657243
42105,620000696,0000649109
42191,620000787,0000649109
42282,620000873,0000649109
42486,620001088,0000649109
42875,620001483,0000649109
42968,620001579,0000649109
43076,620001688,0000649109
43302,620001921,0000649109
43456,620002082,0000649109
43352,620001976,0000649109
43519,620002145,0000649109
43587,620002215,0000649109
43645,620002275,0000649109
43719,620002348,0000649109
43761,620002390,0000649109
43822,620002452,0000649109
43904,620002535,0000649109
43954,620002585,0000649109
42115,620000704,0000000172
42381,620000980,0000000172
42494,620001096,0000000172
43142,620001763,0000000172
43357,620001982,0000000172
43446,620002073,0000000172
43648,620002278,0000000172
43536,620002165,0000000172
43723,620002351,0000000172
43916,620002551,0000000172
42118,620000710,0000632488
42195,620000788,0000632488
42689,620001292,0000632488
42783,620001390,0000632488
42876,620001485,0000632488
42974,620001584,0000632488
43059,620001670,0000632488
43259,620001879,0000632488
43143,620001758,0000632488
43444,620002070,0000632488
43662,620002291,0000632488
43326,620001948,0000632488
43815,620002445,0000632488
42475,620001076,0000485065
42324,620000921,0000485065
42537,620001137,0000485065
42690,620001295,0000485065
42112,620000706,0000485065
42755,620001361,0000485065
42846,620001453,0000485065
42975,620001585,0000485065
43067,620001678,0000485065
43359,620001980,0000485065
43530,620002156,0000485065
43635,620002266,0000485065
43724,620002353,0000485065
43831,620002460,0000485065
42103,620000699,0000636549
42190,620000784,0000636549
42466,620001067,0000636549
42556,620001161,0000636549
42665,620001268,0000636549
43036,620001647,0000636549
43346,620001968,0000636549
43639,620002268,0000636549
43816,620002446,0000636549
43725,620002355,0000636549
43880,620002509,0000636549
42093,620000685,0000596752
42210,620000804,0000596752
42393,620000993,0000596752
42465,620001066,0000596752
42563,620001166,0000596752
42777,620001386,0000596752
43051,620001661,0000596752
43158,620001771,0000596752
43341,620001959,0000596752
43434,620002056,0000596752
43548,620002177,0000596752
43703,620002334,0000596752
43743,620002374,0000596752
00030246,610000360,0000557777
42109,620000698,0000531315
42205,620000799,0000531315
42337,620000932,0000531315
42395,620000995,0000531315
42283,620000876,0000531315
42575,620001178,0000531315
42667,620001271,0000531315
42753,620001358,0000531315
42813,620001419,0000531315
42850,620001461,0000531315
42955,620001564,0000531315
43061,620001671,0000531315
43172,620001782,0000531315
43253,620001872,0000531315
43425,620002049,0000531315
43613,620002242,0000531315
43728,620002357,0000531315
42090,620000683,0000581453
42289,620000889,0000581453
42468,620001069,0000581453
42367,620000965,0000581453
42788,620001395,0000581453
42973,620001586,0000581453
43119,620001732,0000581453
43154,620001776,0000581453
43234,620001854,0000581453
43360,620001983,0000581453
43546,620002175,0000581453
43644,620002273,0000581453
00031244,610005398,0000155726
00031179,610005338,0000016407
00030817,610003518,0000617126
00030674,610002404,0000617126
00031189,610005350,0000617126
00030823,610003599,0000617126
00030650,610002219,0000617126
00031250,610005433,0000617126
41415,610016234,0000098610
00031309,610005520,0000098610
41271,610016092,0000098610
00031404,610005613,0000098610
00031502,610005699,0000098610
00032715,610007233,0000098610
00031611,610005880,0000098610
00031796,610006109,0000098610
00032003,610006336,0000098610
00032070,610006421,0000098610
00032285,610006761,0000098610
00032919,610007467,0000098610
00032309,610006789,0000098610
00032439,610006940,0000098610
00032518,610007025,0000098610
00032596,610007115,0000098610
34650,610009380,0000098610
00033101,610007668,0000098610
35381,610010122,0000098610
00033325,610007907,0000098610
41320,610016138,0000098610
34882,610009614,0000098610
35475,610010211,0000098610
00033642,610008222,0000098610
00033708,610008312,0000098610
35757,610010491,0000098610
34975,610009717,0000098610
00033852,610008462,0000098610
35082,610009812,0000098610
35557,610010313,0000098610
34086,610008814,0000098610
34275,610009024,0000098610
35262,610010025,0000098610
35876,610010617,0000098610
41362,610016187,0000098610
35929,610010671,0000098610
36135,610010884,0000098610
36199,610010950,0000098610
36325,610011069,0000098610
36512,610011262,0000098610
36624,610011372,0000098610
39059,610013845,0000098610
37021,610011769,0000098610
39116,610013899,0000098610
37284,610012041,0000098610
37378,610012130,0000098610
37643,610012408,0000098610
39198,610013985,0000098610
37952,610012710,0000098610
38076,610012833,0000098610
38268,610013028,0000098610
38509,610013262,0000098610
38590,610013348,0000098610
38699,610013458,0000098610
39390,610014174,0000098610
39737,610014521,0000098610
39856,610014635,0000098610
39969,610014753,0000098610
40361,610015142,0000098610
40408,610015195,0000098610
40549,610015334,0000098610
40748,610015533,0000098610
40915,610015706,0000098610
41031,610015816,0000098610
41204,610016011,0000098610
35675,610010414,0000098610
34676,610009421,0000098610
00033454,610008037,0000098610
38977,610013784,0000098610
36439,610011192,0000098610
36702,610011465,0000098610
37207,610011963,0000098610
37587,610012344,0000098610
37750,610012520,0000098610
38402,610013176,0000098610
39571,610014367,0000098610
40177,610014963,0000098610
40850,610015640,0000098610
00031121,610005280,0000098610
00030694,610002523,0000098610
00030752,610003273,0000098610
00031221,610005397,0000098610
00030764,610003325,0000628055
00031279,610005477,0000628055
00030715,610002829,0000628055
00030821,610003528,0000016970
00031152,610005315,0000016970
00030704,610002600,0000016970
00030779,610003340,0000016970
00030697,610002535,0000016970
00031261,610005455,0000016970
00031280,610005467,0000015545
00030699,610002545,0000015545
00030677,610002447,0000015545
00030706,610002732,0000015545
00031140,610005298,0000015545
00031214,610005374,0000015545
00031174,610005327,0000618092
00030636,610002105,0000618092
00030651,610002233,0000618092
00030727,610002999,0000012552
00030798,610003419,0000012552
00031273,610005474,0000012552
00031166,610005318,0000012552
00030693,610002524,0000012552
00030661,610002244,0000012552
00030772,610003334,0000632550
00031144,610005304,0000632550
00031269,610005463,0000632550
00030796,610003418,0000564143
00030726,610002947,0000564143
00030836,610003745,0000564143
00030656,610002239,0000564143
00030666,610002320,0000564143
00031274,610005472,0000564143
00030724,610002944,0000027292
00031218,610005382,0000027292
00030673,610002402,0000027292
00030797,610003415,0000027292
00030663,610002246,0000027292
00030733,610003120,0000027292
00030768,610003330,0000027292
00031207,610005366,0000027292
00030807,610003502,0000093842
00030638,610002125,0000093842
00031229,610005393,0000093842
00031141,610005306,0000093842
00030774,610003339,0000093842
00030665,610002302,0000521318
00031153,610005322,0000521318
00030696,610002536,0000626671
00030641,610002128,0000626671
00030741,610003212,0000626671
00031203,610005363,0000626671
00031238,610005407,0000626671
00030621,610001851,0000003868
00030808,610003499,0000003868
00030838,610003746,0000003868
00030791,610003400,0000003868
00030708,610002730,0000003868
00030690,610002528,0000003868
00031196,610005359,0000003868
00030777,610003338,0000221584
00031265,610005462,0000221584
00030629,610002003,0000221584
00031210,610005375,0000221584
00030830,610003648,0000508962
00031243,610005415,0000508962
00030850,610004157,0000508962
00030644,610002203,0000508962
00030701,610002547,0000508962
00030803,610003443,0000635982
00031147,610005313,0000635982
00031201,610005368,0000635982
00031245,610005440,0000635982
00030819,610003521,0000617286
00030851,610004195,0000617286
00030722,610002917,0000617286
00030829,610003609,0000617286
00030678,610002450,0000617286
00031226,610005391,0000617286
00030743,610003248,0000617286
00031255,610005441,0000531336
00030770,610003333,0000531336
00030623,610001903,0000531336
00030652,610002220,0000531336
00030688,610002531,0000531336
00031215,610005376,0000531336
00031148,610005308,0000531336
00030783,610003348,0000006921
00030646,610002205,0000006921
00030805,610003446,0000006921
00031271,610005466,0000006921
00031172,610005332,0000006921
00030778,610003344,0000657361
00030709,610002729,0000657361
00030625,610001952,0000657361
00030691,610002534,0000657361
00031195,610005357,0000657361
00030793,610003402,0000632628
00030818,610003516,0000632628
00031134,610005294,0000632628
00030736,610003117,0000632628
00031253,610005439,0000632628
00030703,610002549,0000016423
00031200,610005364,0000016423
00030672,610002401,0000016423
00030714,610002801,0000016423
00031268,610005461,0000016423
00031176,610005339,0000164149
00031272,610005468,0000164149
00030771,610003336,0000628351
00031202,610005362,0000628351
00030631,610002024,0000628351
00030842,610003945,0000628351
00031267,610005464,0000628351
00030622,610001904,0000628351
00030734,610003119,0000017627
00030839,610003747,0000017627
00031184,610005344,0000017627
00030767,610003328,0000017627
00030667,610002319,0000573403
00030766,610003331,0000573403
00030813,610003504,0000573403
00030639,610002134,0000573403
00031216,610005378,0000573403
00031266,610005459,0000573403
00031177,610005337,0000550175
00030735,610003115,0000550175
00030745,610003250,0000550175
00031270,610005465,0000550175
00030640,610002133,0000550175
00030746,610003255,0000016764
00030732,610003118,0000016764
00030795,610003404,0000016764
00030852,610004242,0000016764
00030692,610002526,0000016764
00030648,610002209,0000016764
00031213,610005377,0000016764
00030684,610002502,0000631481
00031146,610005307,0000631481
00031282,610005473,0000631481
00031211,610005370,0000631481
00030683,610002501,0000550124
00030799,610003417,0000550124
00030676,610002448,0000550124
00031208,610005365,0000550124
00031235,610005392,0000550124
00030809,610003500,0000658348
00030828,610003620,0000658348
00031212,610005372,0000658348
00030642,610002135,0000658348
00030647,610002217,0000658348
00030675,610002403,0000658348
00030700,610002546,0000658348
00031260,610005457,0000658348
00030776,610003341,0000658348
00030811,610003507,0000661322
00031198,610005358,0000661322
00030710,610002733,0000661322
00031275,610005469,0000661322
00030784,610003347,0000661322
00030826,610003610,0000072616
00031193,610005354,0000072616
00030633,610002049,0000072616
00030702,610002548,0000072616
00030790,610003370,0000002767
00030719,610002871,0000002767
00031132,610005287,0000002767
00031246,610005425,0000002767
00031142,610005296,0000643479
00031124,610005300,0000626786
00031278,610005471,0000626786
00030785,610003366,0000651735
00031154,610005323,0000651735
00030718,610002869,0000651735
00031249,610005438,0000651735
36701,610011454,0000651735
36537,610011288,0000651735
40244,610015042,0000651735
40344,610015144,0000651735
40445,610015244,0000651735
36798,610011552,0000651735
39857,610014633,0000651735
40754,610015538,0000651735
36528,610011275,0000535956
36626,610011379,0000535956
36831,610011584,0000535956
40243,610015040,0000535956
39836,610014619,0000535956
40046,610014847,0000535956
40138,610014926,0000535956
40375,610015161,0000535956
40603,610015392,0000535956
40640,610015443,0000535956
36492,610011251,0000596752
36717,610011470,0000596752
36792,610011546,0000596752
36865,610011623,0000596752
36916,610011668,0000596752
40241,610015027,0000596752
40063,610014844,0000596752
40167,610014947,0000596752
40330,610015120,0000596752
40563,610015356,0000596752
40632,610015420,0000596752
40737,610015528,0000596752
00031169,610005320,0000188924
36721,610011468,0000188924
36557,610011309,0000188924
36498,610011249,0000188924
36897,610011649,0000188924
40665,610015451,0000188924
40441,610015234,0000188924
40334,610015119,0000188924
40158,610014941,0000188924
40530,610015317,0000188924
40519,610015308,0000188924
36522,610011272,0000618245
36615,610011366,0000618245
36709,610011453,0000618245
36793,610011545,0000618245
39769,610014552,0000618245
40269,610015052,0000618245
39875,610014647,0000618245
39945,610014732,0000618245
40058,610014840,0000618245
40149,610014930,0000618245
40362,610015146,0000618245
40449,610015228,0000618245
40562,610015348,0000618245
40651,610015438,0000618245
40757,610015541,0000618245
00030832,610003674,0000531315
00031231,610005400,0000531315
00031122,610005284,0000531315
00030753,610003261,0000531315
36898,610011667,0000531315
40744,610015559,0000531315
40143,610014939,0000531315
40347,610015158,0000531315
39858,610014639,0000531315
40638,610015425,0000531315
00031150,610005316,0000531663
00031258,610005449,0000531663
40372,610015156,0000531663
40740,610015550,0000531663
36797,610011550,0000531663
40272,610015056,0000531663
39966,610014752,0000531663
40075,610014861,0000531663
40556,610015340,0000531663
39845,610014640,0000531663
36927,610011681,0000531663
00031219,610005386,0000610627
00030627,610001967,0000610627
00030786,610003367,0000610627
00030689,610002529,0000610627
00031130,610005286,0000610627
40642,610015437,0000610627
39867,610014658,0000610627
40159,610014938,0000610627
36614,610011360,0000610627
36519,610011267,0000610627
36728,610011479,0000610627
36826,610011579,0000610627
40736,610015526,0000610627
40459,610015242,0000610627
40367,610015152,0000610627
40036,610014821,0000610627
39959,610014743,0000610627
40260,610015045,0000610627
00032382,610006877,0000610627
00032383,610006884,0000610627
00033506,610008092,0000610627
00032484,610006997,0000610627
00033507,610008093,0000610627
00032384,610006886,0000610627
00032485,610006998,0000610627
00031135,610005299,0000632488
00031181,610005346,0000485065
00031227,610005388,0000485065
00030728,610003071,0000485065
00030822,610003560,0000485065
00030833,610003672,0000160267
00030789,610003365,0000160267
00031190,610005352,0000160267
36803,610011575,0000624345
36504,610011271,0000624345
40478,610015264,0000624345
40134,610014920,0000624345
40756,610015540,0000624345
00031157,610005329,0000624345
36830,610011583,0000581453
36895,610011650,0000581453
40262,610015046,0000581453
39878,610014662,0000581453
39977,610014763,0000581453
40139,610014925,0000581453
40447,610015258,0000581453
40571,610015358,0000581453
40649,610015432,0000581453
00030801,610003441,0000656809
00031206,610005373,0000656809
00030843,610003995,0000656809
00031264,610005460,0000656809
00031180,610005340,0000059218
00030806,610003448,0000637425
00030855,610004244,0000637425
00030620,610001827,0000637425
00031125,610005279,0000637425
00030856,610004297,0000637425
00031262,610005458,0000637425
00030632,610002048,0000637425
00030711,610002737,0000637425
00031204,610005367,0000637425
00030662,610002230,0000637425
00030670,610002374,0000195464
00030630,610002005,0000195464
00031188,610005348,0000195464
00030751,610003267,0000195464
00030729,610003070,0000195464
36508,610011285,0000195464
39837,610014620,0000195464
36818,610011571,0000195464
36734,610011487,0000195464
40668,610015459,0000195464
40144,610014937,0000195464
40337,610015122,0000195464
40476,610015261,0000195464
40542,610015333,0000195464
39974,610014760,0000195464
36597,610011349,0000653726
36786,610011541,0000653726
36919,610011675,0000653726
40230,610015017,0000653726
40285,610015071,0000653726
40038,610014823,0000653726
40370,610015154,0000653726
40448,610015225,0000653726
40734,610015524,0000653726
40664,610015455,0000653726
40278,610015064,0000560498
36932,610011687,0000560498
39848,610014654,0000560498
40675,610015464,0000560498
36714,610011460,0000560498
40130,610014919,0000560498
00031228,610005387,0000560498
00031145,610005305,0000560498
36804,610011581,0000014709
36630,610011382,0000003891
36828,610011577,0000003891
40045,610014838,0000003891
40645,610015429,0000003891
00031173,610005336,0000195560
00030624,610001906,0000195560
00030643,610002151,0000195560
00031257,610005448,0000195560
00030775,610003342,0000195560
00030685,610002504,0000195560
00030712,610002774,0000005826
00030831,610003670,0000005826
00031233,610005396,0000005826
00031164,610005302,0000489653
00031263,610005456,0000489653
00030680,610002475,0000489653
00031186,610005351,0000516895
41964,620000519,0000000344
40648,610015433,0000636549
36889,610011640,0000636549
36698,610011452,0000636549
36568,610011319,0000636549
36515,610011264,0000636549
36811,610011561,0000636549
40253,610015034,0000636549
40160,610014942,0000636549
40357,610015138,0000636549
39765,610014547,0000636549
39860,610014638,0000636549
39933,610014717,0000636549
40554,610015338,0000636549
00030760,610003286,0000636549
00031161,610005317,0000636549
00031220,610005380,0000636549
00031178,610005343,0000641289
00030679,610002477,0000641289
00031209,610005369,0000712943
00030847,610004155,0000712943
00031222,610005381,0000712943
00030748,610003270,0000712943
00030681,610002479,0000591982
00031165,610005311,0000591982
00030848,610004151,0000591982
00030749,610003263,0000135063
00030626,610001955,0000135063
00030860,610004858,0000135063
00031126,610005283,0000135063
00030794,610003405,0000135063
00030756,610003276,0000009863
00031127,610005282,0000009863
41458,620000001,0000009863
00031162,610005301,0000102824
00030754,610003288,0000102824
00030861,610004859,0000102824
00031242,610005437,0000102824
00030657,610002237,0000015036
00031160,610005334,0000015036
00030757,610003285,0000015036
00030668,610002370,0000015036
00031230,610005399,0000015036
00032764,610007281,0000015036
00030849,610004161,0000139405
00031155,610005321,0000139405
00031251,610005447,0000139405
00031192,610005341,0000657243
00031247,610005442,0000657243
